origen_aseguradora,id_original,marca,modelo,anio,version_original,transmision,activo
ZURICH,32843,AUDI,A3,2007,SPORTBACK QUATTRO HB STD BA 250HP ABS 3.2L 6CIL 5P 5OCUP,MANUAL,1
ZURICH,32844,AUDI,A3,2007,LIMITED EDITION FSI HB STD BA 150HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32845,AUDI,A3,2007,LIMITED EDITION HB TIPTRONIC BA 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32846,AUDI,A3,2007,SPORTBACK LD EDITION HB STD BA 150HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32847,AUDI,A3,2007,SPORTBACK LD EDITION HB TIPTRONIC BA 150HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32848,AUDI,A3,2007,ATTRACTION FSI HB TIPTRONIC CD BA QC 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32849,AUDI,A3,2007,ATTRACTION PLUS FSI HB STD BA VP 200HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32850,AUDI,A3,2007,ATTRACTION PLUS FSI HB TIPTRONIC BA 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32851,AUDI,A3,2007,SLINE FSI HB STD 200HP 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32852,AUDI,A3,2007,SLINE FSI TUR HB S TRONIC 200HP 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32853,AUDI,A3,2007,AMBIENTE FSI TUR HB STD 160HP 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32854,AUDI,A3,2007,AMBIENTE FSI TUR HB S TRONIC 160HP 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32855,AUDI,A3,2007,ATTRACTION FSI HB STD 160HP 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32856,AUDI,A3,2007,ATTRACTION FSI TUR HB S TRONIC 160HP 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32857,AUDI,A3,2007,ATTRACTION FSI TUR HB STD 200HP 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32858,AUDI,A3,2007,ATTRACTION FSI TUR HB S TRONIC 200HP 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32859,AUDI,A3,2007,ATTRACTION PLUS FSI TUR HB STD 200HP 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32860,AUDI,A3,2007,ATTRACTION PLUS TUR HB S TRONIC 200HP 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32861,AUDI,A3,2007,SPORTBACK AMBIENTE TUR HB S TRONIC 160HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32862,AUDI,A3,2007,SPORTBACK AMBIENTE HB S TRONIC BA 160HP ABS 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32863,AUDI,A3,2007,SPORTBACK ATTRACTION HB STD 160HP 1.8L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32864,AUDI,A3,2007,SPORTBACK ATTRACTION HB S TRONIC 160HP 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32865,AUDI,A3,2007,SPORTBACK ATTRACTION PLUS HB STD 160HP 1.8L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32866,AUDI,A3,2007,SPORTBACK ATTRACTION PLUS HB S TRONIC 160HP 1.8L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32867,AUDI,A3,2007,SPORTBACK ATTRACTION FSI HB STD BA 200HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32868,AUDI,A3,2007,SPORTBACK ATTRACTION FSI HB S TRONIC 200HP 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32869,AUDI,A3,2007,SPORTBACK ATTRACTION PLUS TUR HB STD 200HP 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32870,AUDI,A3,2007,SPORTBACK ATTRACTION PLUS HB S TRONIC 200HP 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32871,AUDI,A3,2007,ATRACTION PLUS FSI HB STD BA 160HP ABS 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32872,AUDI,A3,2007,ATRACTION PLUS TUR HB S TRONIC BA 160HP ABS 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32873,AUDI,A3,2007,SPORTBACK SLINE FSI TUR HB STD 200HP 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32874,AUDI,A3,2007,SPORTBACK SLINE HB S TRONIC 200HP 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32875,AUDI,A3,2007,SPORTBACK QUATTRO HB S TRONIC 250HP 3.2L 6CIL 5P 5OCUP,AUTO,1
ZURICH,32876,AUDI,A3,2007,SPORTBACK X ANIV. HB STD BA 200HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,32877,AUDI,A3,2007,SPORTBACK X ANIV. HB S TRONIC BA 200HP ABS 2L 4CIL 5P 5OCUP,AUTO,1
ZURICH,32878,AUDI,A3,2007,X ANIV. TUR HB STD BA 200HP ABS 2.0L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32879,AUDI,A3,2007,X ANIV. TUR HB S TRONIC BA 200HP ABS 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32880,AUDI,A3,2007,AMBIENTE R16 HB STD BA QC 150HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32881,AUDI,A3,2007,SPORTBACK ATTRACTION FSI TUR HB STD BA 200HP ABS 2L 4CIL 5P 5OCUP,MANUAL,1
ZURICH,60675,AUDI,A3,2007,X ANIV. TUR HB STD BA 200HP ABS 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32882,AUDI,A3,2008,QUATTRO HB STD 250HP 3.2L 6CIL 3P 5OCUP,MANUAL,1
ZURICH,32883,AUDI,A3,2008,SPORTBACK QUATTRO HB STD BA 250HP ABS 3.2L 6CIL 5P 5OCUP,MANUAL,1
ZURICH,32884,AUDI,A3,2008,QUATTRO HB S TRONIC 250HP 3.2L 6CIL 3P 5OCUP,AUTO,1
ZURICH,32885,AUDI,A3,2008,SLINE FSI HB STD 200HP 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32886,AUDI,A3,2008,SLINE FSI TUR HB S TRONIC 200HP 2L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32887,AUDI,A3,2008,AMBIENTE FSI TUR HB STD 160HP 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32888,AUDI,A3,2008,AMBIENTE FSI TUR HB S TRONIC 160HP 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32889,AUDI,A3,2008,ATTRACTION FSI HB STD 160HP 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32890,AUDI,A3,2008,ATTRACTION FSI TUR HB S TRONIC 160HP 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32891,AUDI,A3,2008,ATTRACTION PLUS HB STD 160HP 1.8L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32892,AUDI,A3,2008,ATTRACTION PLUS TUR HB S TRONIC 160HP 1.8L 4CIL 3P 5OCUP,AUTO,1
ZURICH,32893,AUDI,A3,2008,ATTRACTION FSI TUR HB STD 200HP 2L 4CIL 3P 5OCUP,MANUAL,1
ZURICH,32894,AUDI,A3,2008,ATTRACTION FSI TUR HB S TRONIC 200HP 2L 4CIL 3P 5OCUP,AUTO,1
